区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
大兴,亦庄金茂悦南区 ,3室1厅,133.1,810,60857,,南北,精装,无,中楼层(共15层)2015年建板楼,,-
大兴,黄村西里 ,2室1厅,79.8,325,40727,,南北,精装,无电梯,中楼层(共6层)1990年建板楼,,-
大兴,兴丰家园 ,3室1厅,111.5,420,37669,,东西,简装,有电梯,底层(共11层)2003年建板塔结合,,-
大兴,龙熙顺景 ,6室3厅,285.63,980,34311,,南北,精装,无,底层(共3层)2012年建,,-
大兴,珺悦国际 ,3房间2卫,104,260,25000,,南,精装,无,高楼层(共24层)2014年建塔楼,,-
大兴,小康家园 ,3室1厅,103.27,420,40671,房本满五年,南北,简装,无电梯,中楼层(共6层)2000年建板楼,,-
大兴,清和园 ,2室1厅,71.57,280,39123,房本满五年,东西,毛坯,无电梯,底层(共6层)1994年建板楼,,-
大兴,理想家园 ,2室1厅,80.63,405,50230,房本满五年,东西,精装,无,中楼层(共9层)2013年建,,-
大兴,枣园小区 ,3室2厅,113.58,500,44022,房本满五年,南北,简装,无电梯,高楼层(共6层)1994年建板楼,,-
大兴,华润公元九里 ,2室1厅,98.87,630,63721,房本满五年,西南,精装,有电梯,高楼层(共16层)2014年建板楼,,-
大兴,富力童话时光 ,3室1厅,161.39,560,34699,房本满五年,南北,精装,无,底层(共2层)2013年建,,-
大兴,中建国际港 ,2室2厅,87.21,485,55613,,南,简装,有电梯,高楼层(共33层)2015年建板塔结合,,-
大兴,中建国际港 ,2室1厅,88.33,505,57172,,南,简装,有电梯,高楼层(共29层)2015年建板塔结合,,-
大兴,龙湖时代天街 ,2室1厅,93.62,368,39308,,东西,简装,有电梯,低楼层(共26层)2014年建板塔结合,,-
大兴,首邑溪谷 ,2室1厅,40.38,340,84201,,东,精装,有电梯,中楼层(共16层)2012年建板塔结合,,-
大兴,翰林庭院 ,2室2厅,109.2,456,41759,,南北,精装,有电梯,中楼层(共12层)2008年建板楼,,-
大兴,观音寺南里 ,3室1厅,78.55,290,36920,,南北,精装,无电梯,顶层(共6层)1995年建板楼,,-
大兴,成和园 ,2室1厅,70.07,320,45669,,南北,简装,无电梯,底层(共6层)2004年建板楼,,-
大兴,远洋天著一期 ,2室2厅,203.99,1450,71082,,南北,简装,有电梯,低楼层(共9层)2014年建,,-
大兴,鑫苑鑫都汇 ,3室2厅,115.14,560,48637,,南北,毛坯,有电梯,中楼层(共18层)2015年建塔楼,,-
大兴,金色漫香郡 ,2室1厅,90.48,310,34262,,南北,简装,无,中楼层(共8层)2012年建板塔结合,,-
大兴,鑫苑鑫都汇 ,2室2厅,88.58,434,48996,,南北,精装,有电梯,低楼层(共25层)2015年建塔楼,,-
大兴,大城小镇 ,1室1厅,56.52,295,52194,,南北,精装,无电梯,顶层(共6层)2008年建板楼,,-
大兴,康庄路50号院 ,1室1厅,56.59,233,41174,,南,简装,有电梯,高楼层(共18层)2012年建板塔结合,,-
大兴,富力丹麦小镇 ,独栋别墅,4室2,1350,36446,,370.42平米,东 南 西 北,简装,2层2011年建,,-
大兴,天堂河 ,2室1厅,58.6,236,40274,,东南,简装,无,中楼层(共6层)1994年建板楼,,-
大兴,金色漫香郡 ,3室2厅,85.43,380,44481,,南北,精装,无,顶层(共8层)2012年建,,-
大兴,鸿坤理想城派郡18号院 ,2室1厅,91.98,488,53056,,南,简装,无,中楼层(共18层)2009年建板楼,,-
大兴,首邑溪谷 ,2室1厅,45.89,400,87165,,南北,精装,有电梯,高楼层(共16层)2012年建板塔结合,,-
大兴,兴政东里 ,2室1厅,71.43,270,37800,,南北,简装,无电梯,底层(共6层)1997年建板楼,,-
大兴,丽园A区 ,4室2厅,238.8,1130,47320,,南北,简装,无电梯,中楼层(共4层)2003年建板楼,,-
大兴,新源时代 ,2室1厅,88.93,320,35984,,南北,简装,有电梯,高楼层(共18层)2012年建板楼,,-
大兴,枣园小区 ,5室3厅,173.23,600,34637,,南北,其他,无电梯,高楼层(共7层)1999年建板楼,,-
大兴,滨河西里 ,2室1厅,73.02,320,43824,,西,简装,无电梯,底层(共6层)1998年建板楼,,-
大兴,枣园尚城 ,2室1厅,82.44,400,48521,,南,精装,有电梯,高楼层(共12层)2009年建板楼,,-
大兴,林校北里 ,2室2厅,87.99,340,38641,房本满五年,南北,简装,无电梯,高楼层(共7层)2002年建板楼,,-
大兴,保利首开熙悦春天 ,2室1厅,83.82,360,42950,房本满五年,南,简装,有电梯,低楼层(共21层)2014年建板楼,,-
大兴,明发雅苑 ,2室1厅,71.85,290,40362,,西北,其他,有电梯,高楼层(共26层)2015年建板楼,,-
大兴,康盛园 ,2室1厅,71.98,265,36816,,南西北,简装,无电梯,顶层(共6层)1998年建板楼,,-
大兴,滨河西里北区 ,3室1厅,87.47,370,42301,,西北,简装,无电梯,中楼层(共7层)1996年建板楼,,-
大兴,首座御园一期 ,2室1厅,91.72,398,43393,,南北,精装,有电梯,底层(共8层)2013年建板楼,,-
大兴,新安里 ,3室1厅,90.3,350,38760,,南北,毛坯,无,底层(共6层)1995年建板楼,,-
大兴,海悦公馆 ,2室1厅,82.95,300,36167,,南北,简装,无,低楼层(共24层)2014年建,,-
大兴,众美城 ,3室2厅,96.44,337,34945,,南北,简装,无,中楼层(共10层)2014年建,,-
大兴,众美城 ,4室3厅,177.32,600,33838,,南北,精装,无,底层(共9层)2014年建,,-
大兴,新源时代 ,2室1厅,88.43,350,39580,,南北,其他,有电梯,高楼层(共18层)2012年建板楼,,-
大兴,龙湖时代天街 ,2室1厅,87.25,350,40115,,东西,简装,有电梯,顶层(共25层)2014年建板塔结合,,-
大兴,龙湖时代天街 ,3室2厅,136.29,580,42557,,南北,精装,有电梯,低楼层(共25层)2014年建板楼,,-
大兴,天宫院小区 ,2室1厅,79.61,318,39945,,西南,简装,有电梯,中楼层(共18层)2012年建板塔结合,,-
大兴,海悦公馆 ,2室1厅,82.78,305,36845,,南北,精装,无,高楼层(共24层)2014年建,,-
大兴,鸿坤理想城礼域府 ,2室1厅,97.48,635,65142,,南北,简装,有电梯,顶层(共17层)2011年建板楼,,-
大兴,阳光波尔多小镇 ,5室1厅,93.62,330,35249,,南北,精装,无,高楼层(共6层)2008年建板楼,,-
大兴,新安里 ,2室1厅,84.61,340,40185,,南北,简装,无,中楼层(共6层)2003年建板楼,,-
大兴,波普公社 ,2房间1卫,63.28,200,31606,,东,精装,无,高楼层(共25层)2012年建板塔结合,,-
大兴,波普公社 ,3房间1卫,78.69,240,30500,,南,简装,无,低楼层(共20层)2012年建塔楼,,-
大兴,波普公社 ,3房间1卫,78.99,220,27852,,南西,精装,无,中楼层(共25层)2012年建板塔结合,,-
大兴,翡翠城五期 ,4室2厅,201.31,1400,69545,,南北,精装,无电梯,3层2006年建,,-
大兴,富力丹麦小镇 ,独栋别墅,6室4,1250,33746,,370.42平米,南 北,精装,2层2016年建,,-
大兴,林校中里 ,3室1厅,121.21,510,42076,,东西,其他,有电梯,中楼层(共19层)2004年建板塔结合,,-
大兴,鑫苑鑫都汇 ,2室2厅,79.35,350,44109,,南,简装,有电梯,顶层(共25层)2015年建塔楼,,-
大兴,珺悦国际 ,4房间2卫,133.25,298,22364,,西南,精装,有电梯,低楼层(共28层)2014年建塔楼,,-
大兴,枣园北里 ,3室2厅,111.7,410,36706,,南北,其他,无电梯,中楼层(共6层)2000年建板楼,,-
大兴,隆盛园 ,2室2厅,101.19,263,25991,,南北,简装,无电梯,高楼层(共6层)2000年建板楼,,-
大兴,青岛嘉园 ,5室2厅,186.02,850,45695,,南北,精装,无电梯,顶层(共5层)2002年建板楼,,-
大兴,东亚五环国际 ,1房间1卫,34.8,95,27299,,东,简装,有电梯,中楼层(共19层)2014年建塔楼,,-
大兴,首座御园一期 ,2室1厅,77.38,348,44973,房本满五年,南北,精装,有电梯,中楼层(共8层)2009年建板楼,,-
大兴,滨河东里 ,2室1厅,57.79,250,43261,房本满五年,南北,简装,无电梯,底层(共6层)1994年建板楼,,-
大兴,鸿坤理想城礼域府 ,1室1厅,70.71,430,60812,房本满五年,南,精装,有电梯,低楼层(共21层)2012年建板楼,,-
大兴,兴政西里 ,2室1厅,55.61,238,42799,房本满五年,南北,简装,无电梯,中楼层(共5层)1979年建板楼,,-
大兴,海悦公馆 ,2室1厅,82.95,300,36167,房本满五年,南北,简装,有电梯,高楼层(共24层)2014年建,,-
大兴,华润公元九里 ,1室1厅,82.86,520,62757,房本满五年,东南南,精装,有电梯,中楼层(共15层)2014年建板楼,,-
大兴,天堂河 ,2室1厅,55.38,240,43337,房本满五年,南北,简装,无,中楼层(共5层)1987年建板楼,,-
大兴,原生墅 ,4室3厅,187.89,840,44708,,东西,简装,无电梯,顶层(共5层)2003年建板楼,,-
大兴,天宫院小区 ,1室1厅,64.26,257,39994,,西南,其他,有电梯,低楼层(共18层)2012年建板塔结合,,-
大兴,新源时代 ,2室1厅,88.91,290,32618,,南北,简装,有电梯,高楼层(共18层)2012年建板楼,,-
大兴,金色漫香郡 ,2室2厅,77.67,260,33475,,西北,精装,无,低楼层(共10层)2012年建,,-
大兴,翡翠城二期 ,4室2厅,203.79,1200,58885,,东南西,精装,无,3层2002年建,,-
大兴,鸿坤理想城礼域府 ,1室1厅,68.46,396,57844,,西南,精装,有电梯,中楼层(共21层)2012年建塔楼,,-
大兴,鸿坤理想城曦望山 ,2室2厅,83.58,518,61977,,南,简装,有电梯,低楼层(共23层)2014年建板楼,,-
大兴,龙湖时代天街 ,2室1厅,86.62,355,40984,,东西,简装,有电梯,中楼层(共25层)2014年建板塔结合,,-
大兴,小康东里 ,1室1厅,55.27,270,48852,,西北,精装,无电梯,中楼层(共6层)2004年建板楼,,-
大兴,兴业大街 ,2室1厅,76.35,300,39293,,东西,简装,无,中楼层(共4层)1998年建板楼,,-
大兴,珺悦国际 ,2房间1卫,65.48,169,25810,,北,精装,有电梯,中楼层(共28层)2014年建塔楼,,-
大兴,天堂河 ,2室1厅,58.6,218,37202,,南北,简装,无,顶层(共6层)1994年建板楼,,-
大兴,鸿坤理想城礼域府 ,4室2厅,178.44,1150,64448,,南北,简装,有电梯,底层(共16层)2011年建板楼,,-
大兴,月桂庄园 ,4室2厅,209.22,850,40628,,南北,简装,无电梯,顶层(共3层)2002年建,,-
大兴,兴政西里 ,3室1厅,103.92,420,40416,,南北,简装,无电梯,顶层(共6层)1994年建板楼,,-
大兴,一品嘉园 ,3室2厅,139.31,370,26560,,南北,简装,无,中楼层(共6层)2010年建板楼,,-
大兴,骏城 ,3室1厅,141.59,530,37433,,南北,简装,无电梯,顶层(共6层)2004年建板楼,,-
大兴,康泰园 ,2室2厅,91.08,320,35134,,南北,精装,有电梯,顶层(共18层)2009年建板塔结合,,-
大兴,富强东里 ,2室1厅,53.94,230,42640,,南北,简装,无,中楼层(共5层)1978年建板楼,,-
大兴,枣园尚城 ,1室1厅,61.52,270,43889,,南,精装,有电梯,中楼层(共18层)2009年建板楼,,-
大兴,龙湖时代天街 ,2室1厅,86.41,358,41431,,东西,精装,有电梯,高楼层(共25层)2014年建板塔结合,,-
大兴,旭辉御府 ,5室2厅,312.73,1550,49564,,南北,精装,有电梯,底层(共15层)2012年建板楼,,-
大兴,观音寺小区 ,2室1厅,70.65,260,36802,,东西,简装,无电梯,中楼层(共6层)1994年建板楼,,-
大兴,林海园 ,3室1厅,100.85,320,31731,房本满五年,南北,精装,无,低楼层(共6层)2002年建板楼,,-
大兴,金色漫香郡 ,3室2厅,139.02,515,37046,房本满五年,南北,精装,无,中楼层(共6层)2012年建,,-
大兴,珺悦国际 ,3房间2卫,102.63,260,25334,房本满五年,南,精装,有电梯,中楼层(共24层)2014年建塔楼,,-
大兴,东亚五环国际 ,3房间1卫,93.75,280,29867,房本满五年,东,精装,有电梯,高楼层(共19层)2014年建塔楼,,-
大兴,星瑞家园 ,3室3厅,168.7,530,31417,房本满五年,南北,简装,无电梯,高楼层(共6层)1999年建板塔结合,,-
大兴,东亚五环国际 ,3房间1卫,92.46,315,34069,房本满五年,东北,简装,有电梯,低楼层(共19层)2014年建塔楼,,-
大兴,东亚五环国际 ,3房间1卫,98.71,294,29785,,东北,精装,有电梯,中楼层(共20层)2014年建塔楼,,-
大兴,黄村西里 ,1室1厅,32.86,170,51735,,南,简装,无电梯,中楼层(共5层)1980年建板楼,,-
大兴,华润公元九里 ,4室2厅,226.43,1490,65805,,南北,精装,有电梯,中楼层(共6层)2012年建板楼,,-
大兴,中建国际港 ,2室2厅,89.96,520,57804,,南北,简装,无,中楼层(共33层)2015年建板塔结合,,-
大兴,亦庄北岸 ,3室1厅,109.58,560,51105,,南北,简装,有电梯,低楼层(共15层)2008年建板塔结合,,-
大兴,兴政西里 ,2室1厅,63.91,262,40996,,南北,简装,无电梯,中楼层(共6层)1994年建板楼,,-
大兴,鸿坤理想城曦望山 ,2室1厅,84.18,515,61179,,南,精装,无,中楼层(共23层)2014年建板楼,,-
大兴,远洋天著二期 ,4室2厅,259.52,1600,61653,,南北,毛坯,有电梯,顶层(共4层)2014年建,,-
大兴,东亚五环国际 ,3房间1卫,93.39,270,28912,,西,精装,有电梯,中楼层(共19层)2014年建塔楼,,-
大兴,红木林 ,5室3厅,203.75,1400,68712,,南北,精装,无电梯,顶层(共4层)2013年建,,-
大兴,宣颐家园 ,2室1厅,82.59,399,48311,,南北,精装,有电梯,顶层(共14层)2003年建板塔结合,,-
大兴,天宫院小区 ,1室1厅,63.69,239,37526,,东南,精装,有电梯,中楼层(共17层)2012年建板塔结合,,-
大兴,珺悦国际 ,2房间1卫,63.48,163,25678,,北,精装,有电梯,低楼层(共28层)2014年建塔楼,,-
大兴,东亚五环国际 ,1房间1卫,34.8,104,29886,,西,简装,有电梯,中楼层(共19层)2014年建塔楼,,-
大兴,东亚五环国际 ,1房间1卫,34.88,98,28097,,西,精装,有电梯,高楼层(共17层)2014年建塔楼,,-
大兴,翰林庭院 ,3室2厅,155.75,548,35185,,东西,其他,有电梯,中楼层(共12层)2008年建板楼,,-
大兴,兴创屹墅 ,10室3厅,520.21,3700,71126,,南北,毛坯,有电梯,底层(共4层)2015年建板楼,,-
大兴,远洋天著二期 ,4室2厅,378.49,2600,68695,,南北,毛坯,无,底层(共3层)2014年建,,-
大兴,东亚五环国际 ,3房间1卫,97.28,350,35979,,东南,精装,有电梯,高楼层(共20层)2014年建塔楼,,-
大兴,东亚五环国际 ,3房间1卫,123.9,450,36320,,西南,简装,有电梯,高楼层(共19层)2014年建塔楼,,-
大兴,金色漫香郡 ,2室2厅,93.34,329,35248,,南北,精装,无,中楼层(共6层)2012年建,,-
大兴,观音寺新区 ,4室2厅,176.24,450,25534,,南北,简装,无电梯,顶层(共6层)2002年建板楼,,-
大兴,天堂河 ,2室1厅,51.52,215,41732,,南北,精装,无,中楼层(共5层)1980年建板楼,,-
大兴,兴政西里 ,2室1厅,81.33,365,44879,,南北,简装,无电梯,顶层(共6层)1994年建板楼,,-
大兴,兴政西里 ,2室1厅,81.33,365,44879,房本满五年,南北,简装,无电梯,顶层(共6层)1994年建板楼,,-
大兴,东亚五环国际 ,2房间1卫,34.8,150,43104,房本满五年,西,精装,有电梯,高楼层(共20层)2014年建塔楼,,-
大兴,东亚五环国际 ,3房间1卫,92.45,372,40238,房本满五年,东北,精装,有电梯,高楼层(共19层)2014年建塔楼,,-
大兴,东亚五环国际 ,5房间2卫,123.9,500,40356,房本满五年,东南,精装,有电梯,中楼层(共19层)2014年建塔楼,,-
大兴,东亚五环国际 ,3房间1卫,92.25,280,30353,房本满五年,东,简装,有电梯,顶层(共19层)2014年建塔楼,,-
大兴,东亚五环国际 ,3房间1卫,92.27,280,30346,房本满五年,东,简装,有电梯,低楼层(共19层)2014年建塔楼,,-
大兴,华润公元九里 ,6室3厅,362.67,2000,55147,房本满五年,南北,精装,有电梯,底层(共7层)2014年建板楼,,-
大兴,顺驰领海 ,3室1厅,132.27,718,54283,房本满五年,南北,毛坯,有电梯,中楼层(共15层)2011年建板塔结合,,-
大兴,清源东里 ,3室2厅,122.81,355,28907,房本满五年,东西,简装,无电梯,顶层(共6层)1995年建板楼,,-
大兴,新居里 ,3室1厅,140.3,505,35995,房本满五年,南,其他,无,顶层(共6层)2004年建板楼,,-
大兴,兴海家园星苑 ,2室1厅,83.86,418,49845,,南北,简装,无电梯,顶层(共6层)2004年建板楼,,-
大兴,清逸园 ,3室1厅,144.16,520,36072,,东西,简装,无电梯,中楼层(共6层)2000年建板楼,,-
大兴,新安里 ,3室2厅,126.76,450,35501,,南北,简装,无,顶层(共6层)2000年建板楼,,-
大兴,世嘉博苑 ,2室1厅,92.53,535,57820,,南,简装,无,中楼层(共11层)2009年建板塔结合,,-
大兴,原生墅 ,5室2厅,209.67,960,45787,,南北,简装,无电梯,高楼层(共6层)2004年建板楼,,-
大兴,龙湖时代天街 ,3室2厅,210.73,715,33930,,南北,精装,有电梯,底层(共18层)2014年建板楼,,-
大兴,格林云墅 ,3室2厅,89.95,333,37021,,南北,精装,无,低楼层(共9层)2014年建板楼,,-
大兴,阳光波尔多小镇 ,3室2厅,133.69,465,34782,,南,精装,无,中楼层(共6层)2009年建板楼,,-
大兴,新安里 ,2室2厅,84.61,300,35457,,南北,其他,无,顶层(共6层)2003年建板楼,,-
大兴,康盛园 ,2室2厅,102.95,442,42934,,南北,其他,无电梯,中楼层(共6层)2003年建板楼,,-
大兴,九龙家园北区 ,3室1厅,145.08,660,45493,,南北,其他,无,中楼层(共6层)1999年建板楼,,-
大兴,林校北里 ,2室1厅,83.44,330,39550,,南北,简装,无电梯,高楼层(共7层)2002年建板楼,,-
大兴,清源西里 ,1室1厅,43.23,216,49966,,西南,简装,无电梯,高楼层(共6层)1993年建板楼,,-
大兴,天堂河 ,2室1厅,81.36,300,36874,,南北,精装,无,顶层(共6层)2007年建板楼,,-
大兴,龙熙顺景 ,4室2厅,657.8,2200,33445,,南北,毛坯,无电梯,3层2006年建,,-
大兴,鸿坤林语墅 ,4室3厅,375.48,2960,78833,,南西北,精装,无,中楼层(共4层)2015年建,,-
大兴,金色漫香郡 ,2室1厅,90.48,320,35367,,南北,其他,无,高楼层(共8层)2012年建板塔结合,,-
大兴,鸿坤林语墅 ,4室2厅,434.42,3500,80568,,南北,精装,无,底层(共4层)2015年建,,-
大兴,鸿坤林语墅 ,叠拼别墅,4室2,3500,81872,,427.5平米,南 北,精装,上叠(共3层)2015年建,,-
大兴,远洋天著一期 ,联排别墅,5室2,2650,70455,,376.13平米,南 北,精装,2层2013年建,,-
大兴,远洋天著二期 ,独栋别墅,4室2,2100,75693,房本满五年,277.44平米,南 北,其他,3层2014年建,,-
大兴,金色漫香郡 ,3室2厅,126.57,450,35554,房本满五年,南北,精装,无,高楼层(共8层)2012年建,,-
大兴,远洋天著二期 ,独栋别墅,5室3,2300,69250,房本满五年,332.13平米,南 北,精装,3层2014年建板楼,,-
大兴,清逸西园 ,2室1厅,75.19,320,42559,房本满五年,南北,简装,无电梯,顶层(共6层)2001年建板楼,,-
大兴,瑞海家园二区 ,3室1厅,137.53,580,42173,房本满五年,南北,毛坯,无电梯,中楼层(共6层)2004年建板楼,,-
大兴,明春西园 ,4室2厅,212.76,530,24911,房本满五年,南北,简装,无电梯,中楼层(共4层)2001年建板楼,,-
大兴,亦庄北岸 ,3室1厅,109.58,565,51561,,南北,其他,有电梯,高楼层(共15层)2008年建板塔结合,,-
大兴,红木林 ,车位,29.73,25,8410,,西,-,无,2013年建,,-
大兴,首座御园一期 ,3室2厅,117.67,520,44192,,南北,精装,有电梯,底层(共8层)2009年建板楼,,-
大兴,翡翠城五期 ,4室2厅,201.49,1250,62038,,南北,精装,无电梯,3层2006年建,,-
大兴,天堂河 ,1室1厅,43.39,170,39180,,南,毛坯,无,中楼层(共6层)1989年建板楼,,-
大兴,首开保利熙悦诚郡 ,3室2厅,128.33,962,74963,,南北,毛坯,无,中楼层(共17层)2016年建板塔结合,,-
大兴,双河南里 ,2室1厅,67.5,270,40000,,南北,精装,无电梯,顶层(共6层)1996年建板楼,,-
大兴,首邑溪谷 ,车位,31.8,25,7862,,南,-,无,2016年建板塔结合,,-
大兴,理想家园 ,2室1厅,73.98,350,47311,,东南,精装,无,高楼层(共25层)2013年建,,-
大兴,红木林 ,1室1厅,44.3,300,67721,,西南,简装,有电梯,低楼层(共21层)2013年建板楼,,-
大兴,阳光波尔多小镇 ,2室1厅,89.56,265,29590,,南北,毛坯,无,低楼层(共6层)2008年建板楼,,-
大兴,彩虹新城 ,2室2厅,89.76,460,51248,,东南,其他,有电梯,中楼层(共18层)2007年建板塔结合,,-
大兴,首邑溪谷 ,2室1厅,47.3,350,73996,,西北,简装,有电梯,高楼层(共16层)2012年建板塔结合,,-
大兴,龙湖时代天街 ,4室1厅,169.46,726,42842,,东南北,简装,无,低楼层(共26层)2014年建板楼,,-
大兴,首地浣溪谷 ,3室1厅,126.29,450,35633,,南北,精装,无,顶层(共6层)2014年建板楼,,-
大兴,i立方 ,1房间0卫,69.04,138.1,20000,,南西,毛坯,有电梯,顶层(共12层)2014年建塔楼,,-
大兴,郁花园一里 ,4室2厅,126.81,488,38483,,南北,简装,无电梯,中楼层(共7层)1998年建板楼,,-
大兴,波普公社 ,2房间1卫,67.33,230,34161,,北,简装,无,低楼层(共20层)2012年建塔楼,,-
大兴,阳光波尔多小镇 ,4室3厅,94.19,389,41300,,南北,精装,无,顶层(共6层)2008年建板楼,,-
大兴,一品嘉园 ,2室1厅,87.79,263,29958,,南北,精装,无,中楼层(共5层)2012年建板楼,,-
大兴,龙熙顺景 ,2室1厅,128.8,386,29969,,南西,精装,无电梯,7层2006年建,,-
大兴,九龙山庄二区 ,3室2厅,116.44,465,39935,,南北,简装,无电梯,底层(共7层)1996年建板楼,,-
大兴,一品嘉园 ,2室1厅,87.84,255,29031,,南北,简装,无,高楼层(共6层)2012年建板楼,,-
大兴,康泰园 ,1室1厅,60.36,240,39762,,南,精装,有电梯,中楼层(共18层)2009年建板塔结合,,-
大兴,鑫苑鑫都汇 ,2室2厅,79.35,347,43731,房本满五年,南,其他,有电梯,中楼层(共25层)2015年建塔楼,,-
大兴,海子角西里 ,2室1厅,83.24,275,33038,房本满五年,南北,简装,无电梯,高楼层(共6层)2000年建板楼,,-
大兴,首地浣溪谷 ,2室1厅,83.36,285,34190,,南北,毛坯,无,低楼层(共6层)2014年建板楼,,-
大兴,亦庄北岸 ,1室1厅,63.54,325,51149,,西北,简装,有电梯,中楼层(共15层)2008年建板塔结合,,-
大兴,首邑溪谷 ,2室1厅,41.2,298,72331,,东,毛坯,有电梯,中楼层(共16层)2012年建塔楼,,-
大兴,i立方 ,3房间1卫,62.01,130,20965,,南,精装,有电梯,中楼层(共12层)2014年建塔楼,,-
大兴,德茂小区 ,2室1厅,70.58,290,41089,,东南北,简装,无电梯,低楼层(共6层)1994年建板楼,,-
大兴,首邑溪谷 ,2室2厅,89.56,430,48013,,东南,简装,有电梯,高楼层(共28层)2012年建塔楼,,-
大兴,红木林 ,2室1厅,76,500,65790,,南,精装,有电梯,底层(共28层)2013年建板楼,,-
大兴,海子角东里 ,3室1厅,83.22,300,36050,,南北,其他,无电梯,中楼层(共6层)1995年建板楼,,-
大兴,首邑溪谷 ,3室1厅,61.87,520,84048,,东南,简装,有电梯,低楼层(共16层)2012年建塔楼,,-
大兴,天堂河 ,2室1厅,51.13,220,43028,,南北,毛坯,无,底层(共5层)1987年建板楼,,-
大兴,枣园尚城 ,1室1厅,61.59,295,47898,,南,简装,有电梯,中楼层(共17层)2009年建板楼,,-
大兴,阳光波尔多小镇 ,2室2厅,118.29,340,28743,,南北,毛坯,无,底层(共6层)2008年建板楼,,-
大兴,金色漫香郡 ,2室1厅,90.42,310,34285,,南北,简装,无,低楼层(共8层)2012年建板塔结合,,-
大兴,首开璞瑅墅 ,5室2厅,301.41,1600,53084,,东南西北,精装,无,底层(共2层)2014年建,,-
大兴,旧宫北里 ,3室2厅,147.68,510,34535,,南北,其他,无电梯,高楼层(共7层)2001年建板楼,,-
大兴,金色漫香林三期 ,3室1厅,91.93,540,58741,,南北,简装,有电梯,中楼层(共8层)2010年建板塔结合,,-
大兴,红木林 ,1室1厅,55.16,370,67078,,东西,精装,有电梯,低楼层(共21层)2013年建板楼,,-
大兴,龙湖时代天街 ,3室2厅,135.68,565,41643,,南北,简装,有电梯,低楼层(共25层)2014年建板楼,,-
大兴,首邑溪谷 ,3室1厅,87,560,64368,,南西北,简装,有电梯,高楼层(共12层)2013年建板塔结合,,-
大兴,金融街漫香林第6区 ,4房间2卫,119.13,380,31898,,南西,精装,无,中楼层(共9层)2016年建板楼,,-
大兴,紫郡府 ,3室2厅,128.02,800,62491,,南北,简装,有电梯,中楼层(共9层)2015年建板楼,,-
大兴,金色漫香郡 ,2室1厅,90.5,310,34255,,南北,精装,无,低楼层(共9层)2012年建板楼,,-
大兴,金色漫香郡 ,车位,36.31,15,4132,,南,-,无,2012年建,,-
大兴,金色漫香郡 ,车位,28.52,15,5260,,东,-,无,2012年建,,-
大兴,朗润园二期 ,车位,32.37,25,7724,,西,-,无,2015年建板楼,,-
大兴,滨河东里 ,2室1厅,71.23,260,36502,,南北,简装,无电梯,顶层(共6层)1985年建板楼,,-
大兴,翰林庭院 ,3室2厅,155.75,530,34029,,东西,简装,有电梯,中楼层(共12层)2007年建板楼,,-
大兴,枣园尚城 ,2室1厅,81.55,370,45371,,南,精装,有电梯,中楼层(共16层)2009年建板楼,,-
大兴,鸿坤理想城曦望山 ,车位,30.48,28,9187,,北,-,无,2014年建,,-
大兴,鸿坤理想城曦望山 ,车位,31.62,26,8223,,北,-,无,2014年建,,-
大兴,中建国际港 ,3室2厅,136.74,720,52655,,南北,其他,有电梯,高楼层(共33层)2015年建板塔结合,,-
大兴,富力飞常HAOS ,3房间1卫,115.34,199.9,17332,,南,其他,无,顶层(共2层)2015年建板楼,,-
大兴,富力盛悦居 ,4房间1卫,134.12,400,29825,,东北,其他,有电梯,高楼层(共18层)2013年建板楼,,-
大兴,中建国际港 ,3室2厅,136.66,760,55613,,南北,简装,有电梯,高楼层(共29层)2015年建板塔结合,,-
大兴,长丰园三区 ,3室2厅,126.66,470,37108,,南北,简装,无电梯,中楼层(共6层)2003年建板楼,,-
大兴,小康东里 ,3室2厅,103.88,460,44282,,南北,简装,无电梯,中楼层(共6层)2003年建板楼,,-
大兴,中建国际港 ,3室2厅,141.39,760,53753,,东南北,简装,有电梯,高楼层(共29层)2015年建板塔结合,,-
大兴,中建国际港 ,3室2厅,136.66,760,55613,,南北,其他,有电梯,高楼层(共29层)2015年建板塔结合,,-
大兴,中建国际港 ,车位,29.43,18,6117,,东,-,无,2015年建,,-
大兴,海北路 ,7房间1卫,258.81,550,21252,,东,简装,有电梯,顶层(共4层)2003年建板楼,,-
大兴,康泰园 ,1室1厅,60.36,249,41253,,南北,简装,有电梯,中楼层(共18层)2009年建板塔结合,,-
大兴,住总万科橙 ,3室2厅,91.96,450,48935,,南北,简装,有电梯,低楼层(共26层)2015年建板楼,,-
大兴,中建国际港 ,4室2厅,144.72,799,55211,,南北,其他,有电梯,高楼层(共33层)2013年建板塔结合,,-
大兴,鑫苑鑫都汇 ,3室1厅,102.01,490,48035,,南北,精装,有电梯,中楼层(共26层)2015年建板楼,,-
大兴,一品嘉园 ,2室1厅,88.41,264,29861,,南北,简装,无,底层(共6层)2012年建板楼,,-
亦庄开发区,金地格林小镇 ,2室2厅,121.35,690,56861,房本满五年,南北,简装,无电梯,中楼层(共9层)2003年建板楼,,-
亦庄开发区,新康家园 ,3室2厅,139.9,680,48607,房本满五年,南,简装,有电梯,低楼层(共18层)2003年建板塔结合,,-
